id,Name,Minimum players,Maximum players,Average game time,Year released,Mechanics,Category,Designer,More info URL
3951,King of the Tabletop,2,4,180,1983,"Area Control / Area Influence, Secret Unit Deployment","Bluffing, Exploration, Fantasy, Print & Play, Territory Building","Robert J. Kuntz, Tom Wham",https://boardgamegeek.com/boardgame/2252/king-tabletop
4164,Assault: Tactical Combat in Europe ? 1985,2,2,180,1983,"Hex-and-Counter, Secret Unit Deployment","Modern Warfare, Wargame",Frank Chadwick,https://boardgamegeek.com/boardgame/8284/assault-tactical-combat-europe-1985
4354,A Gleam of Bayonets: The Battle of Antietam,2,2,360,1983,Hex-and-Counter,"American Civil War, Wargame",Richard H. Berg,https://boardgamegeek.com/boardgame/5476/gleam-bayonets-battle-antietam
4827,Battlecars,2,4,90,1983,"Modular Board, Point to Point Movement, Take That, Variable Player Powers","Dice, Fighting, Racing, Science Fiction","Gary Chalk, Ian Livingstone",https://boardgamegeek.com/boardgame/2368/battlecars
666,Eat Poop You Cat,3,99,20,1984,"Line Drawing, Paper-and-Pencil","Humor, Party Game",(Uncredited),https://boardgamegeek.com/boardgame/30618/eat-poop-you-cat
679,Wizard,3,6,45,1984,"Betting/Wagering, Hand Management, Trick-taking",Card Game,Ken Fisher,https://boardgamegeek.com/boardgame/1465/wizard
1491,Balderdash,2,6,60,1984,"Paper-and-Pencil, Voting","Bluffing, Party Game, Word Game","Laura Robinson, Paul Toyne",https://boardgamegeek.com/boardgame/163/balderdash
1518,Heimlich & Co.,2,7,30,1984,Roll / Spin and Move,"Bluffing, Spies/Secret Agents",Wolfgang Kramer,https://boardgamegeek.com/boardgame/382/heimlich-co
1690,Vietnam 1965-1975,2,2,360,1984,"Hex-and-Counter, Secret Unit Deployment, Simulation","Modern Warfare, Vietnam War, Wargame",Nick Karp,https://boardgamegeek.com/boardgame/5620/vietnam-1965-1975
1852,The Third World War,2,2,360,1984,"Dice Rolling, Hex-and-Counter, Simulation","Modern Warfare, Wargame",Frank Chadwick,https://boardgamegeek.com/boardgame/3605/third-world-war
2071,British Rails,2,6,180,1984,"Crayon Rail System, Pick-up and Deliver, Route/Network Building","Economic, Trains, Transportation","Jim Griffin, Elaine Henninger, Joe Roznai, Barb Roznai",https://boardgamegeek.com/boardgame/2689/british-rails
2829,Fire in the East,2,4,3000,1984,"Dice Rolling, Hex-and-Counter, Simulation","Wargame, World War II","John Astell, Rich Banner, Frank Chadwick",https://boardgamegeek.com/boardgame/8993/fire-east
3025,Conquest of the Empire,2,6,180,1984,"Area Movement, Dice Rolling","Ancient, Economic, Wargame","Larry Harris, Jr.",https://boardgamegeek.com/boardgame/97/conquest-empire
3157,Southern Front,2,2,360,1984,"Hex-and-Counter, Simulation","Modern Warfare, Wargame",Frank Chadwick,https://boardgamegeek.com/boardgame/5511/southern-front
3739,Metropolis,2,5,90,1984,none,"City Building, Negotiation",Sid Sackson,https://boardgamegeek.com/boardgame/145/metropolis
4054,Octiles,2,4,60,1984,Tile Placement,"Abstract Strategy, Maze, Racing",Dale Walton,https://boardgamegeek.com/boardgame/5281/octiles
4070,Panzer Command,2,2,180,1984,"Chit-Pull System, Hex-and-Counter","Wargame, World War II",Eric Lee Smith,https://boardgamegeek.com/boardgame/2072/panzer-command
4324,Firepower,1,6,60,1984,"Chit-Pull System, Dice Rolling, Hex-and-Counter","Modern Warfare, Vietnam War, Wargame",S. Craig Taylor,https://boardgamegeek.com/boardgame/3692/firepower
4953,"Boots & Saddles, An Assault Series Module",2,2,240,1984,Hex-and-Counter,"Modern Warfare, Wargame",Frank Chadwick,https://boardgamegeek.com/boardgame/8285/boots-saddles-assault-series-module
183,Advanced Squad Leader,2,2,480,1985,"Auction/Bidding, Dice Rolling, Hex-and-Counter, Modular Board, Press Your Luck, Secret Unit Deployment, Simulation, Time Track, Variable Player Powers","Wargame, World War II",Don Greenwood,https://boardgamegeek.com/boardgame/243/advanced-squad-leader
831,BattleTech,2,20,90,1985,"Dice Rolling, Role Playing, Variable Player Powers","Fighting, Miniatures, Science Fiction, Wargame","Forest Brown, L. R. ""Butch"" Leeper, Jordan Weisman",https://boardgamegeek.com/boardgame/1540/battletech
899,World in Flames,2,7,6000,1985,"Area Movement, Dice Rolling, Hex-and-Counter","Wargame, World War II","Greg Pinder, Harry Rowland",https://boardgamegeek.com/boardgame/1499/world-flames
1212,You're Bluffing!,3,5,45,1985,"Auction/Bidding, Hand Management, Memory, Set Collection, Simultaneous Action Selection, Trading","Animals, Bluffing, Card Game, Humor",Rüdiger Koltze,https://boardgamegeek.com/boardgame/1117/youre-bluffing
1256,DungeonQuest,1,4,60,1985,"Dice Rolling, Press Your Luck, Rock-Paper-Scissors, Role Playing, Tile Placement, Variable Player Powers","Adventure, Exploration, Fantasy","Jakob Bonds, Dan Glimne",https://boardgamegeek.com/boardgame/472/dungeonquest
1319,Code 777,2,5,60,1985,Paper-and-Pencil,"Deduction, Puzzle","Robert Abbott, Alex Randolph",https://boardgamegeek.com/boardgame/443/code-777
